timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1694212290635,98,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212290734,80,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864cb15ea3d2a62aaed28,80,0,0
1694212290814,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,100,0,0
1694212290915,80,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864cc15ea3d2a62aaed29,80,0,0
1694212290996,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212291095,88,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864cd15ea3d2a62aaed2a,88,0,0
1694212291183,98,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212291282,81,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864cf15ea3d2a62aaed2b,81,0,0
1694212291363,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212291462,81,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864cf15ea3d2a62aaed2c,81,0,0
1694212291543,102,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,101,0,0
1694212291645,84,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d015ea3d2a62aaed2d,84,0,0
1694212291729,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212291828,82,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d115ea3d2a62aaed2e,82,0,0
1694212291910,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212292010,81,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d215ea3d2a62aaed2f,81,0,0
1694212292092,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212292192,81,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d315ea3d2a62aaed30,81,0,0
1694212292273,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212292373,80,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d315ea3d2a62aaed31,80,0,0
1694212292454,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212292555,80,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d415ea3d2a62aaed32,80,0,0
1694212292636,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212292736,80,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d515ea3d2a62aaed33,80,0,0
1694212292816,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,100,0,0
1694212292917,80,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d815ea3d2a62aaed34,80,0,0
1694212292997,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,100,0,0
1694212293098,80,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d815ea3d2a62aaed35,80,0,0
1694212293179,102,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,102,0,0
1694212293281,82,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864d915ea3d2a62aaed36,82,0,0
1694212293363,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212293463,82,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864da15ea3d2a62aaed37,82,0,0
1694212293545,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212293645,80,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864db15ea3d2a62aaed38,80,0,0
1694212293725,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,100,0,0
1694212293826,81,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864dc15ea3d2a62aaed39,81,0,0
1694212293907,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,100,0,0
1694212294008,80,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864dd15ea3d2a62aaed3a,80,0,0
1694212294088,128,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,128,0,0
1694212294223,81,TD_deleteOne,200,OK,tearDown Thread Group 1-1,,true,,183,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f864de15ea3d2a62aaed3b,81,0,0
1694212294304,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,24094,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212294404,85,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f8659d15ea3d2a62aaee32,85,0,0
1694212294489,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,23953,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212294589,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f8659e15ea3d2a62aaee33,87,0,0
1694212294677,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,23812,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212294777,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f8659e15ea3d2a62aaee34,86,0,0
1694212294864,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,23671,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212294964,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f8659f15ea3d2a62aaee35,86,0,0
1694212295050,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,23525,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212295150,235,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f8659f15ea3d2a62aaee36,235,0,149
1694212295385,179,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,23389,556,1,1,https://testslotegrator.com/api/automationTask/getAll,179,0,0
1694212295565,85,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a015ea3d2a62aaee37,85,0,0
1694212295651,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,23248,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212295752,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a015ea3d2a62aaee38,86,0,0
1694212295839,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,23107,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212295939,85,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a115ea3d2a62aaee39,85,0,0
1694212296024,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,22966,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212296125,85,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a115ea3d2a62aaee3a,85,0,0
1694212296211,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,22825,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212296312,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a315ea3d2a62aaee3b,86,0,0
1694212296398,98,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,22684,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212296497,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a415ea3d2a62aaee3c,87,0,0
1694212296584,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,22543,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212296684,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a415ea3d2a62aaee3d,87,0,0
1694212296773,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,22402,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212296873,88,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a415ea3d2a62aaee3e,88,0,0
1694212296961,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,22261,556,1,1,https://testslotegrator.com/api/automationTask/getAll,100,0,0
1694212297062,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a515ea3d2a62aaee3f,86,0,0
1694212297148,102,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,22120,556,1,1,https://testslotegrator.com/api/automationTask/getAll,100,0,0
1694212297251,85,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a515ea3d2a62aaee40,85,0,0
1694212297336,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,21979,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212297435,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a615ea3d2a62aaee41,87,0,0
1694212297523,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,21838,556,1,1,https://testslotegrator.com/api/automationTask/getAll,100,0,0
1694212297623,88,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a615ea3d2a62aaee42,88,0,0
1694212297711,98,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,21697,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212297810,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a715ea3d2a62aaee43,86,0,0
1694212297897,103,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,21556,556,1,1,https://testslotegrator.com/api/automationTask/getAll,102,0,0
1694212298001,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a815ea3d2a62aaee44,86,0,0
1694212298087,101,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,21415,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212298188,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a815ea3d2a62aaee45,87,0,0
1694212298275,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,21274,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212298375,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a915ea3d2a62aaee46,86,0,0
1694212298462,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,21133,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212298561,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865a915ea3d2a62aaee47,86,0,0
1694212298647,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,20992,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212298747,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865ac15ea3d2a62aaee48,86,0,0
1694212298834,107,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,20851,556,1,1,https://testslotegrator.com/api/automationTask/getAll,107,0,0
1694212298942,88,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865ac15ea3d2a62aaee49,88,0,0
1694212299030,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,20710,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212299130,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865ad15ea3d2a62aaee4a,87,0,0
1694212299217,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,20569,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212299317,90,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865ae15ea3d2a62aaee4b,90,0,0
1694212299408,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,20428,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212299508,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865ae15ea3d2a62aaee4c,87,0,0
1694212299595,100,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,20287,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212299696,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865ae15ea3d2a62aaee4d,87,0,0
1694212299784,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,20146,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212299884,88,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865af15ea3d2a62aaee4e,88,0,0
1694212299972,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,20005,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212300072,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865af15ea3d2a62aaee4f,87,0,0
1694212300159,103,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,19864,556,1,1,https://testslotegrator.com/api/automationTask/getAll,101,0,0
1694212300262,89,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b015ea3d2a62aaee50,89,0,0
1694212300351,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,19723,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212300451,85,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b015ea3d2a62aaee51,85,0,0
1694212300536,104,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,19582,556,1,1,https://testslotegrator.com/api/automationTask/getAll,104,0,0
1694212300641,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b115ea3d2a62aaee52,87,0,0
1694212300729,98,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,19441,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212300834,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b115ea3d2a62aaee53,87,0,0
1694212300921,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,19300,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212301021,85,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b115ea3d2a62aaee54,85,0,0
1694212301107,98,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,19159,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212301206,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b215ea3d2a62aaee55,87,0,0
1694212301294,97,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,19018,556,1,1,https://testslotegrator.com/api/automationTask/getAll,97,0,0
1694212301392,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b315ea3d2a62aaee56,86,0,0
1694212301478,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,18877,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
1694212301578,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b415ea3d2a62aaee57,87,0,0
1694212301665,98,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,18736,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212301764,87,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b415ea3d2a62aaee58,87,0,0
1694212301851,98,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,18595,556,1,1,https://testslotegrator.com/api/automationTask/getAll,98,0,0
1694212301951,86,TD_deleteOne,200,OK,tearDown Thread Group 1-1,text,true,,457,606,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f865b515ea3d2a62aaee59,86,0,0
1694212302037,99,TD_getAll_check,200,OK,tearDown Thread Group 1-1,text,true,,18454,556,1,1,https://testslotegrator.com/api/automationTask/getAll,99,0,0
